,ID,title,category,tags,content,sim_rec1,sim_rec2,sim_rec3,emo0,emo1,emo2,emo3,emo_rec1,emo_rec2,emo_rec3,comb_rec1,comb_rec2,comb_rec3
127,sm9510630,アイドルマスターＳＰ　「オーバーマスター」　全員分,game,アイドルマスター アイドルマスターSP アイマス比較動画 オーバーマスター カマゲェェィンッ! クラワンP ハリエラ=クライ パンキッシュゴシック プロジェクトフェアリー リッサン 鬼トカチ,"衣装,いおりん,美希,あずさ,雪歩,春香,とかち,本家,反抗期,ゆりしー,貴音,きた,やよい,りっちゃん,カマ,千早,かっけ,しまむら,キング,メタルキング",sm11467790,sm6395940,sm4724910,0.479151132778893,0.2144536851161456,0.2298250645253799,0.0765701175795813,sm20540100,sm311320,sm6792327,sm11467790,sm19553310,sm3439870
128,sm13260750,危険なミサカ,anime,アニメ トアル科学ノ一方通行 トアル魔術ノ禁書目録 ロリ系脳内麻薬 一方通報(アクセロリータ) 再生回数=ロリコンノ人数 危険ナ○○シリーズ 打チ止メ(ラストオーダー) 村長(音MAD作者) 禁書良作MAD 謎ノ中毒性,"ミサカ,ループ,通報,ゴール,アクセロリータ,愉快,兄貴,変態,一方通報,ミサ,一方通行,ロリコン,ロリータ,デュエル,タグ,毛布,みさか,素敵,危険,mm",sm12374084,sm5818100,sm14889810,0.7007042253521126,0.1785714285714285,0.0841297786720322,0.0365945674044265,sm2074910,sm2027200,sm14870600,sm12374084,sm1697040,sm5818100
129,sm7427060,【バトレボ実況】第八回 厨ポケ狩り講座！-耐久殺し-,game,ゲーム バトレボ ポケモン モコウ 催眠ドリル両刀 厨ポケ狩リ講座 居留守安定 神回 講義中断 起死回生ノ降参,"ボタン,催眠,相手,もこう,降参,ドリル,耐久,安定,シンクロ,ブラッキー,ギャロップ,鬼火,お湯,ポケ,舌打ち,一般,居留守,起死回生,ペラップ,おにび",sm8904189,sm9297140,sm8436970,0.7171316037889391,0.0522118420624328,0.1372676670681293,0.0933888870804986,sm9297140,sm10086900,sm17629610,sm9297140,sm8436970,sm7766320
130,sm20569190,サンキューユッキ　38球粘ってフォアボール,game,NOVELSM@STER Q&AMP;A アイドルマスター アイドルマスター_シンデレラガールズ サンキューユッキ ノウミサンアイシテル フュージョンP ポジ凛 姫川友紀 安部菜々 畜生ノテーマ,"やみ,ファッ,ユッキ,察し,ポジ,テーマ,梶谷,敬語,オナシャス,ちゃん,ポジハメ,サンキュー,セカンド,大西,ノウミサンアイシテル,デミオーズ,アカン,上田,仕方,ユッ",sm20036450,so21334230,sm23160860,0.4678319077724061,0.1394570472294533,0.3112681294161398,0.0814429155820007,sm22099720,sm30273018,sm4902040,sm20036450,so21334230,sm23160860
131,sm2732357,【手書き日和】ショウトクビバップ【完成版】,anime,アニメ イケメンスギテ困ルコトナンテ、ナイ ギャグマンガ日和 ビバップOPノMAD集 手描キMAD殿堂入リ 手描キ日和シリーズ 日和オールスター 殿堂入リ日和リンク 発想ノ勝利 絵ウマ男 誰ダオ前ラ,"かっけ,太子,歯茎,妹子,曽良,竹中,ヒュースケン,うさ,いもこ,イケメン,芭蕉,鬼男,阿部,キモッ,愛ちゃん,gj,閻魔,うめ,かっこ,弾幕",sm18991041,sm3338980,sm10842800,0.5252507478444484,0.083934541615344,0.328347703677635,0.0624670068625725,sm32392150,sm16601690,sm7831420,sm7831420,sm841041,sm3338980
132,sm1031270,東方風神録　原曲メドレー,music_sound,モット知ラレルベキ 作業妨害用BGM 作業用BGM 東方 東方メドレー 東方原曲 東方原曲メドレー 東方風神録 音楽,"風神録,道中,早苗,神曲,あやや,きた,zun,神奈子,東方,好き,ここ,魔理沙,れいむ,ボス,ケロちゃん,霊夢,弾幕,風神,諏訪子,一番",sm25221440,sm1412176,sm12742112,0.3927911275415896,0.2858903265557609,0.2443006777572396,0.0770178681454097,sm5848560,sm13609389,sm18257340,sm25221440,sm12742112,sm22887980
133,sm17067980,【ニコカラ】 oath sign (on Vocal),anime,FATE/ZERO LISA OATH_SIGN アニメ,"本家,lisa,ケイネス,ランサー,画質,好き,歌ってみた,上手,pr,セイバー,うまい,本人,マイリスフィール,ギル,ランスロット,愉悦,zero,うめ,アーチボルト,ひな",sm24644910,sm12294250,sm24683018,0.2795497185741088,0.3686679174484052,0.275797373358349,0.0759849906191369,sm33086310,sm3120540,sm23171530,sm24644910,sm15971140,sm3120540
134,sm19625630,【初音ミク】オレンジ【オリジナル曲】,music_sound,DAM&JOY配信中 TOI. VOCALOID VOCALOID伝説入リ オレンジ(トーマ) ガッチャン トリプルミリオン トーマ ミクオリジナル曲 初音ミク 初音ミク名曲リンク,"トーマ,オレンジ,百合,双子,gj,好き,こと,解釈,ミク,ここ,ミリオン,バスタオル,ハンカチ,首に,感動,鳥肌,歌詞,素敵,大好き,バラード",sm29520630,sm10150980,sm25872280,0.2480349016510587,0.4449960509985332,0.1872578886005491,0.1197111587498589,sm29520630,sm31642420,sm24990461,sm29520630,sm10150980,sm25872280
135,sm9265460,心が洗われるクラシック【作業用BGM】,music_sound,イージーリスニング クラシック ナントイウコトデショウ! ニコニコ子供劇場 久石譲 作業用BGM 作業用クラシック 夏影 心ニ残ル名曲集 探シテタアノ曲 音楽,"なんということでしょう,nn,nnnn,nnn,nds,nnnnnn,ょし,nnnnn,南斗六聖拳,未来シアター,富士山,スイカバー,南斗,aqua,名曲,宇和,坂本龍一,nnktkrnn,アクァー,てん",sm23160860,sm12332377,sm13406580,0.670162558993183,0.1027792343995804,0.1924488725747247,0.0346093340325118,sm2024200,sm24216260,sm3338980,sm27185070,sm12332377,sm278840
136,sm2219100,東方VocalBGM −鮮やかに咲く乙女たち ～春色小径 Arrange−,game,SJV-SC スキマツアー 僕ノ見ツケタ真実ハレイマリ 春色小径 東方 東方ヴォーカル 東方ヴォーカルミリオンリンク 東方萌エ萌エ劇場,"友人,けしからん,レイ,マリ,サムネ,霊夢,巫女,けし,やれ,カメコ,gj,腋巫女,魔理沙,わき,百合,うp主,rec,花びら,アリス,自重",sm4214377,sm22887980,sm3200040,0.5842220828105396,0.1792659974905897,0.1759723964868255,0.0605395232120451,sm29327840,sm22511720,sm21291060,sm4214377,sm3430740,sm3200040
137,sm23969030,【実況】 歴代マリオパーティ祭り part10,game,P-P キヨ キーマンノ呪イ ゲーム ツワハス マリオパーティ レトルト 始球式 実況プレイ動画 集団カンニング 集団脱税,"キーマン,レト,キヨ,レトルト,pp,コイン,テレベル,スター,ミニクッパ,カンニング,呪い,舌打ち,クッパ,兄弟,ドッスン,穴兄弟,テリーマン,めん,運ゲー,ギャンブル",sm24022090,sm25139160,sm24752440,0.7118713932399011,0.0861500412201154,0.146176834295136,0.0558017312448474,sm12600360,sm24561080,sm24797620,sm24022090,sm25139160,sm24752440
138,sm10150980,【初音ミク】 モノクロ∞ブルースカイ 【オリジナル・のぼる↑】,music_sound,2D DAM&AMP;JOY配信中 VOCALOID VOCALOID伝説入リ ノボル↑ ミクオリジナル曲 モノクロ∞ブルースカイ 初音ミク 初音ミク名曲リンク,"画質,エコノミー,サビ,のぼる,ミク,gj,ミリオン,回避,好き,pv,綺麗,鳥肌,るかな,きれい,最高,今手,プレミアム,歌詞,元気,幸福論",sm29520630,sm19625630,sm17961470,0.3067228698008516,0.3969633102499032,0.2100305389479117,0.0862832810013334,sm9874560,sm29365377,sm20503130,sm29520630,sm19625630,sm17961470
139,sm24377110,千代ちゃんのツッコミ＆かわいいシーンまとめ,anime,GINZA時代ノ申シ子 アニメ アニメキャラ総集編シリーズ ジャミラ ヨクトマルンデスカ? ラブコメノ波動ヲ感ジル 佐倉千代 動画工房 小澤亜李 月刊少女野崎クン,"野崎,千代,パラス,みこりん,たぬき,ちゃん,波動,ラブコメ,宮野,ジャミラ,先輩,ヨクトマルンデスカ,セーラー服,前野,マモレナカッタ,おまいう,有能,ここ,セーラー,付き人",sm24523100,sm24432950,sm24990461,0.5762031645777822,0.1625053455705779,0.202539557222277,0.0587519326293628,sm30766050,sm6290451,sm26937870,sm24523100,sm24432950,sm9063970
140,sm24683018,もしもFateの世界がポケモンだったら【MAD】,anime,FATE FATE/STAY_NIGHT MAD アニメ カプセルサーバント ピカチュウ(迫真) ポケモン ポケモンGO メザセ聖杯マスター メノマエガ_マックラニ_ナッタ 全テノ元凶,"タケシ,シゲル,違和感,ランサー,ピカチュウ,イワーク,博士,ボロボロ,ポケモン,ワカメ,サムネ,オーキド,セイバー,自宅,愉悦,サトシ,くら,食費,ゴーストタイプ,ナレーション",sm31978460,sm4762038,sm28916290,0.6754475183075671,0.1430024410089503,0.1075061025223759,0.0740439381611065,sm25523500,sm11982230,sm25801570,sm31978460,sm28916290,sm11325229
141,sm30741025,【公式】劇場版ポケットモンスター キミにきめた！最新予告【最高画質】,anime,アニポケ アニメ キミニキメタ! ゲーム サトシ ピカチュウ ポケットモンスター ポケモン ポッポ肌 メザセポケモンマスター 劇場版ポケットモンスター,"ホウオウ,サトシ,ピカチュウ,ゴム,カスミ,手袋,映画,サンムーン,sm,タケシ,ポリゴン,ポケモン,作画,懐古,xy,マーシャドー,オニスズメ,デブチュウ,予告,ルギア",sm30077041,sm4762038,sm12742112,0.3789836347975883,0.2635658914728682,0.2390180878552971,0.1184323858742463,sm19939450,sm14264720,sm31808640,sm30077041,sm12742112,sm4762038
142,sm17673790,【Fate/Zero】17話 時臣の脱落シーン,anime,FATE/ZERO アニメ アニメキャラ総集編シリーズ アーチャー(FATE/ZERO) ギルガメッシュ(FATE) 市場制圧 愉悦部 言峰綺礼 遠坂時臣 驚キノ白々シサ,"愉悦,ギル,マーボー,茶番,市場,優雅,アゾット,トッキー,因果応報,万が一,フラグ,キレイ,令呪,諧謔,ホモォ,auo,遠坂,和菓子,遺言状,死体蹴り",sm24644910,sm17067980,sm16156229,0.7097345132743362,0.0601769911504424,0.121976401179941,0.1081120943952802,sm12419220,sm7427060,sm27782950,sm16156229,sm19650590,sm17378290
143,sm37601190,デレステ「Brand new!」MV(ドットバイドット1080p60),game,BRAND_NEW! MASSIVE_NEW_KREW アイドルマスター アイドルマスター_シンデレラガールズ デレステ デレステMV ドットバイドット 桐生ツカサ 烏屋茶房 砂塚アキラ 辻野アカリ,"ここ,りんご,すき,社長,あきら,生きがい,山形,あかり,あか,コーデ,双葉,あかりん,ダンス,mv,烏屋茶房,ライブ,ヨシ,kpop,振付,ユニ",sm32352047,sm36210300,sm36676440,0.2315061202767429,0.5545502927088877,0.1633847791378392,0.05055880787653,sm15016420,sm35829317,sm15108950,sm36210300,sm32352047,sm34351020
144,sm8613232,【Pokémon】原点にして、頂点。【ポケモンレッド戦アレンジ】,music_sound,ポケモンBGMリンク レッド(ポケモン) 原点ニシテ頂点 音楽,"レッド,ピカチュウ,バクフーン,コイキング,リザードン,ワタル,頂点,バンギラス,edr,吹雪,カイリュー,真っ暗,かっけ,サトシ,ブラッキー,ボルテッカー,いくよ,ラプラス,一撃,カビゴン",sm7289181,sm31978460,sm29662026,0.5420982174311281,0.0849010075389276,0.2826745578806454,0.0903262171492989,sm24102047,so21334230,sm7289181,sm7289181,sm841041,sm29662026
145,sm16207490,【実況】史上最も難しい『スーパーマリオ』【Part1】,game,アクション実況PART1リンク イケボ実況PART1リンク キヨ ゲーム スーパーマリオブラザーズ2 フジ 完結済ミ 実況プレイPART1リンク 実況プレイ動画 最終兵器俺達 男性実況プレイPART1リンク,"ずれ,バグ,jk,右クリック,キヨ,フジ,コピー,マリオ,動画,鬼畜,キヨフジ,rr,下手,キノコ,ぼん,フラグ,レッキングクルー,ひy,配管工,ワンチャン",sm27815010,sm27185070,sm17426140,0.8128839812268243,0.0831520326204452,0.0658018964738721,0.0381620896788582,sm13170350,sm21585451,sm13170620,sm17426140,sm27815010,sm27185070
146,sm5546860,忙しい人のための名探偵コナンOP,anime,アニメ エナン バーロー 名探偵コナン 工藤ジンイチ 工藤平次 忙シイ人向ケシリーズ 時計型ターボエンジン付キスケートボード 発明品「犯人」,"犯人,エナン,ウォッカ,平次,ずくめ,工藤,仲間割れ,自作自演,時計,ナン,ヒロシ,博士,ro,殺害,パン,ko,スケートボード,江南,vs,ジン",sm15611820,sm16309860,sm15887500,0.8514200932598559,0.0190758796100042,0.1055532005086901,0.0239508266214497,sm2193140,sm15874112,sm15356310,sm15611820,sm14930333,sm16309860
147,sm17064620,【初音ミク・巡音ルカ】アカツキアライヴァル【オリジナル】,music_sound,H.J.FREAKS KE-SANΒ LAST_NOTE. VOCALOID VOCALOIDオリジナル曲 VOCALOIDデュエット曲 VOCALOID伝説入リ 『V_LOVE_25～CANTABILE～』収録曲 アカツキアライヴァル 初音ミク 巡音ルカ,"調教,ルカ,ミク,中西,ベース,gj,ネギトロ,百合,サビ,jg,最高,初見,ライバル,鳥肌,みく,wktk,神曲,ミクミク,好き,いいね",sm16814250,sm10150980,sm11970630,0.2732935719019218,0.3687872763419483,0.303247183565275,0.0546719681908548,sm19856000,sm23171530,sm33086310,sm11970630,sm16814250,sm6875060
148,sm25051049,【実況】 限りなくアウトに近いアウト 【HAPPY WHEELS】 part47,game,HAPPY_WHEELS アブ アブ(実況者) グロ注意 ゲーム サムネブラックホール ニコニコ危険地帯 内臓ストレッチ 実況プレイ動画 腸伸ビル,"息子,アブ,口笛,自転車,サムネ,アウト,テッテレー,医者,jb,うんこ,ギリギリ,アトリックス,ざわざわ,セルフ,勝利,ブニ,背中,地雷,発想,sasuke",sm24460038,sm24373950,sm24797620,0.7290322580645161,0.086405529953917,0.1367511520737327,0.0478110599078341,sm24230880,nm9262049,sm24797620,sm24460038,sm24797620,sm24373950
149,sm21553880,【第11回MMD杯本選】多分魔理沙が一番T.A.Sだと思います。【T.A.S魔理沙#03】,game,MIKUMIKUDANCE MMDドラマ MMD杯11本-夏 T.A.S魔理沙シリーズ 「剣」 エンディングダゾ、泣ケヨ ベホイミ作品 東方 第11回MMD杯本選,"tas,igaa,キャーイクサーン,レギュレーション,魔理沙,違反,nkt,チート,ドニ,サガフロ,ミシガン,ニート,マリオ,スライド,ポケモン,クレイジータクシー,マホロア,igaaigaa,wwigaa,パワポケ",sm23261650,sm21155770,sm24102047,0.691118679591302,0.0888656012575321,0.1539952842546502,0.0660204348965155,sm17615260,sm27185070,sm17378290,sm21155770,sm23261650,sm27815010
150,sm27666317,カラ松のノープラン静寂と孤独教室【おそ松さん】,anime,MAD松サン アニメ オソ松サン オソ松サン音MAD カラ松 チルノノパーフェクトサンスウ教室 中村悠一 松野ノパーフェクトサンスウ教室 音MAD,"カラ松,カバー,エア,静寂,孤独,トッティ,スブ,ジュウシマツ,チルノ,波音,ヴォォー,クリーム,ya,一松,扱い,バカ,ロバー,ジムインデオネガイシマス,十四松,職人",sm28589350,sm27561590,sm27998129,0.5974580202245107,0.1239447073012338,0.1628165878096298,0.1157806846646256,sm15887500,nm7103480,sm27404620,sm27998129,sm28589350,sm27587710
151,sm5818100,【トゥライ】「ピアノ×フォルテ×スキャンダル」歌ってみた,music_sound,トゥライ ピアノ×フォルテ×スキャンダル ボカロオリジナルヲ歌ッテミタ 歌ウPシリーズ 歌ッテミタ 歌ッテミタ殿堂入リ 歌提供師ノトゥライ,"トゥ,トゥライ,タグ,トゥロ,トゥキャンダル,トゥキ,色気,椿屋,カンタレラ,素敵,トゥキメキ,きだ,安定感,提供,エロ,まら,トゥトゥ,エロい,トゥリ,うめ",sm5285040,sm6580450,sm19335770,0.510564147244609,0.246351557394903,0.1868873883685471,0.0561969069919407,sm6194690,sm30960260,sm31118650,sm5285040,sm6580450,sm10842800
152,sm2406770,【初音ミク】桜ノ雨【オリジナル曲】,music_sound,DAM&AMP;JOY配信中 HALYOSY VOCALOID VOCALOID伝説入リ VOCALOID処女作 VOCALOID卒業曲集 ミクオリジナル曲 初音ミク 初音ミク名曲リンク 卒業ソング 桜ノ雨,"卒業,卒業式,ミク,先生,学校,桜ノ雨,今日,明日,みんな,先輩,中学,高校,お前,小学生,小学校,クラス,教室,好き,テスト,大好き",sm30964600,sm1261860,sm2069100,0.3094413155349949,0.3965265055615758,0.1595338869802271,0.1344982919232021,sm22001720,sm20671920,sm25872280,sm25872280,sm1261860,sm24990461
153,sm8891090,【バトレボ実況】第二十五回-1 厨ポケ狩り講座！-神読 -,game,ゲーム バトレボ ポケモン マンダノリュウセイグンハツヨイ 一人称不安定安定 先鋒猿濃厚 厨ポケ狩リ講座 受講生 名言ノ宝庫 変態型ノ厨ポケガ厨ポケジャナイ…… 神回,"マンダ,ふいうち,ミロ,ハッサム,読み,相手,もこう,交代,りゅうせいぐん,先生,おk,厨ポケ,安定,急所,メモ,アブソル,流星群,ドンカラス,サメ,不意打ち",sm10086900,sm22610180,sm25461280,0.7207208940008848,0.0716277817314535,0.1489103883364428,0.0587409359312188,sm17461850,sm17378290,sm24561080,sm10086900,sm7766320,sm9297140
154,sm16719480,VOCALOID3 鳥の詩(Ver.IA) full 製品版デモ,music_sound,AIR IA_-ARIA_ON_THE_PLANETES- VOCALOID VOCALOID3 VOCALOIDアニソンカバー曲 VOCALOID伝説入リ 神無月P 神調教 魂実装済ミ 鳥ノ詩 鳥ノ詩(AIR),"ミク,ボカロ,ia,人間,lia,機械,調教,進化,綺麗,技術,gj,本人,進歩,vocaloid,鼻声,イア,国歌,ルカ,akb,違和感",sm19577010,sm15108950,sm17064620,0.3368178115666576,0.2213548737442302,0.3534482758620689,0.0883790388270431,sm5483070,sm21399840,sm18274165,sm19577010,sm17064620,sm5483070
155,sm17779150,【作業用BGM】自分の好きなディズニーソングを集めてみたPart1,music_sound,イケメンナ鳥 ディズニー ディズニー映画 ディズニー音楽集 ミンナノトラウマ 作業妨害用BGM 作業用BGM 新旧ノ和睦 目カラハチミツ 音楽 鳥取砂丘,"ホセ,きた,好き,ジャック,トラウマ,ムーラン,山ちゃん,歌詞,日本語,ディズニー,ティガー,ユカイ,こっち,アリエル,パンチート,ダンボ,プーさん,英語,どっち,サリー",sm16785026,sm10521100,sm10601340,0.3532242540904716,0.3166506256015399,0.2165543792107796,0.1135707410972088,sm8447870,sm8491290,sm12359740,sm16785026,sm10521100,sm10601340
156,sm23807389,【MAD】ご注文は連装砲ですか？ 第6門【ごちうさ×艦これ】,anime,アニメ ゴ注文ハMADデスカ? ゴ注文ハウサギデスカ? ゴ注文ハ連装砲デスカ? 弥生(艦コレ) 艦コレ 艦コレMAD 艦隊コレクション 違和艦轟沈 那珂ノ人 鬼畜艦,"時雨,足柄,オリョクル,潜水艦,谷風,オリョール,違和感,青葉,大破,リゼ,轟沈,島風,大発,弾幕,イオナ,ハルナ,悪夢,ゴーヤ,rj,ビキニ",sm23756820,sm27084410,sm28074461,0.6336755646817248,0.1141683778234086,0.1856262833675564,0.06652977412731,sm17923118,sm12374084,sm23756820,sm23756820,sm25425760,sm28074461
157,sm29916130,【実況】部屋ごとファイアーエムブレム Part6,game,ウンコチャン ネモウス幼稚園 ファイアーエムブレム ファイアーエムブレム_烈火ノ剣 中間管理職シミュレーション 加藤純一 実況プレイ動画 手槍,"アリーナ,ドルカス,エルク,フロリーナ,マシュー,ラス,立ち見,蛞蝓,幼稚園,gm,盗賊,手槍,wwh,wh,リン,セイン,卑屈,反乱,アンケ,自害",sm29921300,sm5430176,sm29185330,0.6316964285714286,0.0691964285714285,0.1524234693877551,0.1466836734693877,sm29921300,sm26848010,sm26854230,sm29921300,sm26848010,sm27544320
158,sm15633620,【ニコカラ】 千本桜 （off vocal）,music_sound,DAM&AMP;JOY配信中 VOCALOID ニコカラ ニコニコカラオケDB ボカロカラオケDB 千本桜(黒ウサP),"酸素,千本桜,ボタン,まーす,余裕,ノーミス,小いき,いっき,年齢,紛レ,ピロピロ,カラオケ,光線銃,酸欠,日本,断頭台,ちう,画質,テスト,クリック",sm10245200,sm3758450,sm7427060,0.494860298540106,0.1694187763136311,0.2514079501339603,0.0843129750123024,sm30273012,sm4622890,sm20065790,sm10245200,sm28018250,sm13914810
159,sm21331970,【ポケモンBW2】素人が迷い込んだその先は最強実況者決定戦 vsハヤシ,game,@ムツー ゲーム ハヤシ ポケモンBW2対戦リンク ポケモンBW2最強実況者決定戦 俺タチノムツー返セヨ! 白イ悪魔 神回,"ハヤシ,キッス,ライコウ,素人,モス,ドラン,全勝,ブシン,ローブ,ランターン,大会,ムドー,クレセ,グリペン,たち,雪崩,選出,格闘,詐欺,武神",sm21333410,sm17923118,sm20571480,0.6938260774207698,0.1019848667617063,0.1572540848777278,0.046934970939796,sm24610090,sm24842310,sm23969030,sm21333410,sm17923118,sm20571480
160,sm4724910,アイドルマスター　ドタバタ紙芝居　その１,game,NOVELSM@STER NOVELSM@STERPART1 アイドルマスター ゲーム ペデューサーP,"雪歩,伊織,春香,ジブリ,小鳥,ペデューサー,フヒ,ロリコン,事務所,妄想,タミ,ナランチャ,美希,ラピュタ,千早,ひで,kool,トトロ,真美,紅の豚",sm6395940,sm11467790,sm19553310,0.7526553791145231,0.083394678725418,0.1213587127984015,0.0425912293616573,sm6696570,sm18396080,sm5804510,sm6395940,sm11467790,sm15862474
161,sm25425760,【MAD】ご注文は艦隊ですか？【ごちうさ×艦これアニメ】,anime,アニメ ゴ注文ハMADデスカ? ゴ注文ハウサギデスカ? ゴ注文ハ艦隊デスカ? 艦コレアニメMAD 艦隊コレクション_-艦コレ-(アニメ) 那珂ノ人 鬼畜和菓子姫 鬼畜艦,"あやねる,提督,如月,間宮,鬼畜,弥生,冬月,ごちうさ,鎮守府,まかわ,那珂,轟沈,青山,駆逐艦,卯月,夜戦,羅針盤,ココア,引き戸,おしまい",sm23756820,sm27084410,sm22099720,0.5901394422310757,0.1120517928286852,0.2425298804780876,0.0552788844621513,sm26144120,sm11794550,sm30023930,sm23756820,sm22099720,sm28074461
162,sm24326780,アイドルマスターOFA 響 「Pon De Beach」,game,IM@SOFAノーマルPV MASTER_ARTIST_3 PON_DE_BEACH TAKU_INOUE アイドルマスター アイドルマスター_ワンフォーオール クラワンP 我那覇響 沼倉愛美,"th,ライブ,淫夢,おーどん,アイマス,我那覇,そう,リップスライム,rip,水鉄砲,ホモ,ここ,レゲエ,どん,ボサノヴァ,最高,タオル,コール,しり,りら",sm19150230,so27026038,sm8889330,0.4290102389078498,0.3116040955631399,0.1546075085324232,0.104778156996587,sm27561590,sm27762357,sm17619510,so27026038,sm19150230,so23867610
163,sm27488670,【実況】アマガミやるお（＾ω＾）part16,game,“アノ“塚原 アタック恐悦至極 アマガミ ウンコチャン ゲーム 七咲ノ味 加藤純一 加藤鈍一 実況プレイ動画,"浮気,綾辻,海原,郁夫,アタック,純一,つじ,いく,メンヘラ,おい,ルート,生理,アマガミ,うなばら,商店,平林,貧血,佐藤,お前,塚原",sm27404620,sm27544320,sm6348750,0.4923500085954959,0.1305226061543751,0.2544266804194602,0.1227007048306687,sm28074461,sm16309860,sm13914810,sm27404620,sm27544320,sm27338360
164,sm1278460,東方音楽　リーインカーネイション,music_sound,ZUN コッペパンヲ流レ星ニ変エル程度ノ能力 セルフアレンジ ニコニコ名曲アルバム リーインカーネイション 星ガ流レル動画 東方 蓬莱人形 音楽 魅魔,"コッペパン,こっぺぱん,こっぺ,コッペパンコッペパンコッペパンコッペパンコッペパン,コッペパンコッペパンコッペパン,魅魔,コッペ,コッペパーン,koppepan,koppepann,コッペパンコッペパンコッペパンコッペパン,パン,ぱん,ぺぱん,パーン,搾乳,コッ,フィルター,ぱんこ,ぺぱ",sm12374084,sm2212070,sm7868250,0.7633316404266125,0.1051295073641442,0.1020822752666328,0.0294565769426104,sm1660710,sm23983010,sm14870600,sm12374084,sm27587710,sm13722470
165,sm28522610,[最高画質]おそ松さん ED SIX SAME FACES ～今夜も最高!!!!!!!!!!!!!!～-type FINAL-,anime,SIX_SAME_FACES SIX_SHAME_FACES アニメ オソ松サン オールスター オ粗末! 大団円 最終回 結局ニートノママ 訓練サレタコメント欄,"おそ松さん,二期,おそまつ,ed,またね,最終回,セラヴィ,シェー,忘れないよ,トト子,一松,トッティ,カラ松,不滅,気力,それ,おそ松,tbc,最高,ヨーン",sm28754930,sm28185620,sm28019550,0.4523190290420459,0.2860858257477243,0.130039011703511,0.1315561335067187,sm22427900,sm24326780,sm36533084,sm28754930,sm28185620,sm27762357
166,sm12742112,【俺得】ポケモンシリーズ 全OP、ED集+映画+OVA【5時間超えＢＧＭ】,music_sound,100分超エBGM 200分超エBGM アニソン アニポケ ポケモン ポケモンOPED集 作業用BGM 音楽,"きた,映画,作業,ポケモン,サトシ,好き,dp,きたあ,ハァ,ハルカ,ピカチュウ,おk,ロケット団,ag,ウーイエ,ポケモンマスター,pasco,歌詞,ここ,神曲",sm11045496,sm13609389,sm18473280,0.4343783526046013,0.2593276910239599,0.2394802717844796,0.0668136845869591,sm20900240,sm13609389,sm7564290,sm11045496,sm13609389,sm18473280
167,sm37195030,【最高画質/最高音質】リゼロ2nd OP 「Realize」『Re：ゼロから始める異世界生活』2nd season,anime,2020年夏アニメ MASSIVE_NEW_KREW RE:ゼロカラ始メル異世界生活 RE:ゼロカラ始メル異世界生活_2ND_SEASON REALIZE アニメ アニメOP マヌケハ見ツカッタヨウダナ リゼロ 鈴木コノミ 音楽・サウンド,"スバル,op,レム,エキドナ,サテラ,ゼロワン,エルザ,ここ,ロズワール,メィリィ,うさぎ,ンバッ,不可逆,愛してる,realize,死因,すしざんまい,過去,鼓動,鈴木このみ",sm29365377,sm29178450,sm30308300,0.3435897435897436,0.2726495726495726,0.2564102564102564,0.1273504273504273,sm3207770,sm27084410,sm30964600,sm29178450,sm29365377,sm29681980
168,sm25221440,【東方】Win版全曲メドレー【MIDI】,game,1時間程度ノ東方BGM MIDI ミスチー肌 作業ヲ妨害スル程度ノ能力 東方 東方MIDI 東方メドレー 東方自作アレンジ,"東方,好き,道中,ボス,作業,ex,一番,きた,ここ,神曲,大好き,ピアノ,えーりん,最高,zun,弾幕,テーマ,すき,アレンジ,金閣寺",sm1031270,sm10601340,sm18473280,0.3393720999111462,0.3655346036133873,0.2186790403791094,0.0764142560963569,sm9874560,sm29365377,sm31159377,sm1031270,sm10601340,sm12742112
169,sm27266160,【実況】みんなで激闘！マリオメーカー大戦【Part6】,game,100万再生 ゲーム スーパーマリオメーカー フジノ知ラナイ未来 マリオメーカー 今回ノテレサ 実況プレイ動画 最終兵器俺達 牛沢システム,"ヨッシー,スピン,フジ,キヨ,牛沢,クリボー,まーさ,そこ,zz,システム,コメ,ds,コース,マリオ,でっていう,ブロック,ドア,ステージ,テレサ,ブニ",sm27185070,sm27815010,sm27155810,0.7205697069296083,0.0839222130923034,0.1480690221857025,0.0474390577923856,sm24230880,sm23969030,sm25051049,sm27185070,sm27815010,sm27155810
170,sm30597080,【このすば2期】ダクネスとバニルのフュージョン,anime,2017年冬アニメ アニメ オ構イナク コノスバ コノ素晴ラシイ世界ニ祝福ヲ! コノ素晴ラシイ世界ニ祝福ヲ!2 ダクネス ダクネス(コノ素晴ラシイ世界ニ祝福ヲ!) バニネス バニル(コノ素晴ラシイ世界ニ祝福ヲ!) 西田雅一,"バニル,ダクネス,杉田,レト,子安,オルシュファン,お構いなく,おかまいなく,西田,レトルト,褒美,ドm,魔王軍,幹部,mad,ヤシュトラ,声優,玉民,西田雅一,カズマ",sm30693030,sm619760,sm23969030,0.5796460176991151,0.1327433628318584,0.1969026548672566,0.0907079646017699,sm26038650,sm2120510,sm21142930,sm30693030,sm27155810,sm22644540
